81.70,28.27,50.88,53.08,23.80,41.95,88.20,71.76,75.50,14.14,73.39,53.58,13.47,26.40,86.14,41.87,42.25,21.72,30.10,34.54,-999,55.30,36.27,73.73,67.94,89.84,66.18,72.84,63.75,33.18,66.49,28.25,71.94,13.92,46.17,71.65,20.93,-999,29.19,76.63,48.92,12.60,82.50,28.61,22.29,75.40,57.09,45.48,66.63,26.04,27.52,53.93,37.67,66.69,26.76,10.89,44.31,75.00,89.39,13.73,53.29,-999,76.24,32.81,45.81,30.35,60.06,-999,13.53,34.21,21.60,18.45,23.51,62.65,30.23,24.79,84.02,43.90,58.57,63.86,47.97,30.76,68.65,25.20,55.55,86.82,72.55,32.35,42.80,23.30,81.27,85.72,47.61,30.76,82.65,41.86,64.13,63.09,88.27,85.55
17.46,35.04,-999,66.27,79.68,48.35,80.90,28.06,59.28,67.35,13.41,23.03,26.00,43.51,71.50,75.68,57.74,16.00,51.49,28.33,72.15,71.22,21.71,21.40,64.63,25.81,61.49,85.77,82.08,31.05,59.86,83.35,73.50,55.59,18.25,65.32,16.22,12.19,28.92,15.33,23.19,35.61,81.20,83.53,76.95,33.76,23.05,76.98,75.83,32.15,40.18,82.33,34.70,60.59,79.00,53.74,83.34,44.86,55.99,75.65,-999,40.69,48.86,23.96,82.25,89.60,62.73,42.75,68.34,45.10,17.94,60.91,11.22,71.59,66.13,38.31,54.10,62.39,25.10,48.82,87.64,29.15,26.20,53.37,-999,75.97,26.39,-999,53.63,85.89,89.51,22.90,57.38,58.91,77.18,71.96,48.97,71.53,24.54,31.82
-999,13.88,41.72,12.80,62.23,23.38,47.43,89.62,54.29,81.69,45.42,46.28,39.24,79.19,50.68,61.55,75.20,41.31,34.96,16.15,26.57,39.90,83.25,75.53,77.84,82.47,23.51,56.68,-999,33.81,75.83,80.00,60.39,55.76,74.15,59.71,31.09,69.55,66.58,80.85,32.63,-999,75.28,79.33,25.14,53.36,13.90,132.33,87.65,23.86,-999,80.54,79.59,60.48,27.29,43.70,34.13,23.58,87.33,53.68,27.56,53.56,23.02,81.94,23.41,19.60,80.09,84.36,51.09,55.04,66.12,-999,55.04,122.19,43.31,30.37,20.18,11.50,22.39,-999,-999,63.01,85.18,79.13,87.70,55.07,-999,70.55,86.97,64.57,53.62,56.19,-999,77.57,42.93,54.20,20.44,38.68,27.03,76.34
81.44,30.19,-999,38.31,78.64,49.28,18.43,-999,43.76,30.70,80.03,70.96,87.67,10.57,31.99,49.68,40.00,44.45,14.00,85.84,-999,11.43,11.22,88.94,24.88,42.76,89.62,66.98,10.31,25.01,72.30,65.10,41.18,46.12,51.04,22.43,19.06,25.70,53.04,49.50,35.75,21.99,34.43,34.67,80.03,27.18,-999,21.24,81.87,21.13,10.65,10.30,58.03,88.50,48.51,89.65,83.06,36.22,75.48,34.98,22.67,-999,88.39,49.85,-999,75.43,62.87,63.22,47.37,54.48,53.74,23.71,87.99,16.27,13.13,53.42,82.55,42.49,51.08,46.48,37.97,60.56,66.22,19.61,25.39,67.81,46.26,26.76,21.65,69.33,60.40,16.45,43.61,40.70,66.16,42.08,88.00,-999,83.20,75.53
32.52,43.10,21.89,49.13,79.81,76.49,72.14,25.06,50.35,14.51,11.30,58.49,81.76,48.25,49.28,-999,66.72,-999,86.74,77.11,72.28,45.23,86.20,77.66,22.80,85.25,89.24,74.00,62.04,19.75,83.68,21.78,63.75,33.04,43.26,75.73,20.14,74.82,41.77,83.19,44.29,61.48,22.81,55.63,34.13,59.54,-999,40.02,-999,78.09,53.30,37.16,-999,77.98,36.03,65.70,37.16,46.67,15.86,19.82,67.62,17.97,49.39,59.24,40.85,36.32,62.68,36.12,32.09,87.74,41.05,13.74,16.83,77.26,22.03,38.55,10.66,29.11,21.66,41.60,52.51,-999,14.76,79.50,-11.97,68.70,29.95,52.19,51.30,59.62,68.15,-999,86.93,31.12,36.37,37.68,69.46,73.36,40.88,12.74
23.57,52.72,78.38,15.09,135.66,37.78,-999,19.06,17.33,58.28,73.90,60.21,12.25,30.78,69.38,69.72,56.18,25.92,-999,18.14,55.62,85.76,43.57,57.41,27.03,18.20,45.91,56.68,37.85,31.65,88.79,42.76,-999,78.40,30.76,35.84,33.37,13.16,151.36,51.25,40.46,41.60,-999,40.99,80.17,-999,52.46,56.11,64.21,-999,88.70,59.19,52.40,85.10,27.69,84.67,24.23,51.27,33.70,85.96,61.71,30.62,19.01,51.14,57.80,25.91,79.53,-999,-999,56.76,58.94,25.19,-999,42.39,13.73,137.74,63.26,86.24,43.01,53.40,83.49,68.27,53.26,11.39,86.30,22.08,40.41,46.77,81.10,72.28,72.15,84.68,83.64,32.76,10.80,74.08,10.23,80.07,86.88,58.61
60.27,78.29,38.78,53.40,27.93,18.55,58.28,46.15,64.18,25.61,56.47,40.48,86.72,82.00,-12.26,20.65,-999,31.94,10.14,157.01,34.93,62.05,86.31,21.11,-999,85.65,31.64,33.39,69.33,76.68,81.30,26.29,23.03,84.53,46.93,49.73,16.49,82.50,80.60,79.85,77.35,88.00,25.04,74.77,62.29,27.67,-999,34.59,79.96,43.27,58.79,78.96,27.73,69.97,53.24,13.00,18.74,57.73,78.91,19.15,55.59,67.57,60.53,88.40,31.59,65.45,51.20,73.99,55.70,67.11,63.29,40.10,59.72,51.80,-999,72.63,66.35,81.52,25.67,87.32,23.68,25.84,24.74,42.57,77.29,38.68,30.89,78.62,66.56,30.56,15.65,61.35,70.31,84.82,30.11,40.46,69.60,51.56,47.09,23.82
-999,35.39,43.84,81.07,73.32,59.81,69.40,11.71,-999,74.87,82.86,43.61,17.22,85.43,56.13,39.26,78.75,62.02,23.74,43.01,72.73,80.18,68.29,55.50,40.98,32.27,78.34,43.41,32.33,11.87,24.82,55.81,13.43,49.99,22.52,18.04,40.00,27.72,46.89,21.32,74.61,-3.39,14.86,73.31,23.14,54.05,74.21,70.59,19.03,-3.91,66.81,39.13,85.98,-999,60.30,46.42,51.58,65.86,73.49,25.89,42.90,34.49,43.51,59.76,141.24,29.52,54.00,60.86,43.41,-999,41.14,44.76,72.11,43.43,12.46,23.82,-999,12.20,58.33,15.02,44.05,86.11,27.16,21.93,54.78,84.94,74.29,79.12,61.10,17.42,10.73,59.19,76.25,76.50,66.94,11.94,73.82,16.28,35.77,23.59
28.25,43.74,24.78,76.78,64.05,22.28,28.77,68.57,68.42,30.69,19.82,22.53,19.62,80.93,72.93,141.75,71.50,11.23,84.96,77.42,74.76,25.80,62.33,58.36,12.90,40.58,56.79,30.37,79.01,75.98,-999,16.35,-999,55.61,-999,55.80,59.43,112.02,-999,63.70,30.16,73.31,23.84,48.81,79.46,47.61,-11.92,41.12,34.60,11.52,84.81,73.43,73.29,-999,80.69,80.54,33.05,87.47,73.64,27.64,28.63,83.60,73.07,17.91,20.14,70.02,53.02,-999,19.14,38.54,32.11,32.84,13.85,80.99,52.87,29.79,51.43,41.07,37.99,56.58,34.95,56.43,17.69,36.51,24.79,71.03,72.11,34.77,34.14,38.85,82.02,10.11,82.21,16.15,74.25,-999,51.87,63.74,28.21,79.23
65.39,13.89,17.32,65.28,84.09,38.88,32.76,73.61,83.40,30.37,53.86,38.03,84.72,88.96,81.62,70.01,15.48,12.92,86.79,48.16,27.70,42.20,38.71,62.86,38.61,64.09,75.95,-999,88.43,40.22,85.09,21.68,-999,66.24,80.54,82.61,48.35,33.79,51.53,10.34,50.84,26.39,87.19,40.62,35.03,76.92,35.87,63.41,34.83,22.28,65.02,88.98,15.14,46.19,54.36,40.02,48.98,34.54,81.29,24.57,53.88,20.90,89.47,-999,25.41,24.05,13.06,-999,16.10,29.21,86.33,11.96,32.38,45.20,19.79,13.22,80.65,12.49,54.55,36.94,13.97,82.97,25.13,22.97,28.19,10.48,58.07,35.36,81.03,43.95,11.74,66.51,15.87,17.88,-999,53.90,88.69,-999,-999,41.81
89.81,17.54,83.60,134.74,43.88,54.75,73.61,28.26,28.53,75.35,19.55,60.51,69.29,71.75,25.20,25.42,18.67,84.28,63.47,24.43,31.35,62.12,29.58,83.00,84.25,40.09,35.42,47.66,26.37,10.51,45.01,38.20,30.14,63.02,10.66,11.95,86.91,72.56,83.14,33.78,32.70,45.06,85.37,-999,84.70,54.97,85.02,51.47,83.64,76.06,-999,15.84,80.77,55.79,41.91,87.50,59.30,36.71,82.98,72.72,63.61,35.63,58.12,11.96,26.65,69.05,65.41,40.49,51.65,-4.47,15.01,14.70,-7.88,22.38,52.14,82.82,30.04,75.26,25.78,84.50,83.09,75.61,47.18,-999,69.72,25.13,38.78,51.68,64.54,25.06,68.58,22.73,-5.91,70.80,10.88,19.84,26.25,15.61,51.41,59.92
57.70,15.69,-999,14.18,77.86,13.18,70.64,85.33,81.56,-999,51.09,87.35,12.73,36.78,43.20,67.50,18.74,88.18,27.85,-999,48.12,51.44,28.50,79.13,50.79,-999,23.52,19.20,53.04,48.58,-999,69.84,30.50,83.78,28.16,66.83,86.18,70.22,16.94,15.25,10.25,80.42,48.42,71.41,69.34,73.36,55.64,-8.73,11.54,22.31,33.73,52.42,50.48,89.27,42.06,30.11,70.66,87.84,22.68,68.26,20.49,23.43,58.23,53.64,60.00,-999,-999,76.76,69.45,25.57,43.72,56.78,32.40,84.50,87.78,33.26,51.98,41.27,46.01,73.73,76.92,38.04,59.46,55.73,42.87,27.53,39.36,17.71,57.93,45.93,40.88,71.87,-13.08,50.82,42.20,73.71,26.54,78.49,69.99,29.91
-999,68.57,10.77,18.94,23.50,24.15,16.41,48.46,76.96,72.29,16.02,-999,55.99,79.53,70.61,58.84,39.07,72.45,28.17,85.08,48.72,-999,-999,71.32,20.04,85.08,76.57,51.02,15.11,19.19,77.87,16.45,29.90,61.82,14.33,82.64,70.28,65.30,45.02,81.83,20.89,66.93,39.63,56.89,62.55,32.51,18.92,44.84,63.87,45.77,58.19,76.75,49.12,79.25,58.67,38.18,84.36,21.48,50.81,-999,24.05,43.50,-999,-999,81.39,-999,57.31,34.95,50.14,49.56,51.06,50.49,70.16,19.06,78.41,27.16,32.63,32.84,10.53,50.50,39.01,18.80,63.61,78.71,85.21,22.44,41.08,18.29,67.58,59.82,83.16,67.85,51.20,11.55,-999,61.70,22.44,67.29,57.70,27.55
59.05,30.39,60.51,61.06,48.65,80.88,86.07,88.03,73.83,20.92,70.83,81.63,18.39,44.60,85.87,53.01,73.39,45.37,71.99,71.84,42.92,89.96,16.52,44.84,46.63,65.30,44.85,-999,52.91,31.27,37.10,80.46,27.00,39.94,11.74,28.71,153.03,14.38,54.33,67.97,56.91,49.43,14.41,79.82,54.29,77.53,24.60,78.65,85.38,26.70,57.89,75.09,10.77,41.41,10.07,30.71,47.26,37.66,78.16,79.51,88.29,34.72,83.74,81.99,78.02,70.84,75.48,65.35,29.07,16.88,65.98,25.30,51.69,35.27,20.04,22.42,81.18,78.89,33.83,17.61,82.91,16.94,47.76,110.22,80.29,31.59,60.46,67.53,66.91,78.74,14.01,14.18,65.20,78.17,28.74,12.56,75.49,18.95,36.93,79.14
78.25,27.97,51.02,-999,35.78,78.50,44.23,39.48,36.83,28.49,83.49,49.57,22.62,88.54,18.10,39.63,73.40,84.45,75.27,43.65,33.52,34.21,30.26,35.90,55.53,38.09,21.42,38.38,10.68,53.93,54.70,52.66,70.86,61.76,67.01,70.86,34.33,40.75,73.57,70.40,12.43,35.35,31.36,13.03,81.34,19.63,70.90,70.03,36.41,36.81,89.98,71.03,24.57,22.10,23.50,81.96,67.98,38.97,83.77,47.58,64.02,42.26,78.07,46.34,10.93,51.54,22.72,48.33,79.07,81.58,73.53,-999,73.09,70.67,25.33,63.10,10.48,16.94,23.87,29.32,78.87,18.86,58.23,56.05,39.37,67.46,-999,19.16,43.04,62.78,43.81,46.20,41.29,19.05,17.87,50.19,89.74,63.54,34.95,132.46
36.90,63.17,11.65,65.65,86.37,63.15,48.28,71.01,33.36,40.78,46.71,13.67,130.49,61.77,46.95,71.65,16.22,52.00,26.05,29.00,-999,32.17,71.80,10.43,77.38,11.02,53.66,42.21,74.75,55.13,82.09,81.20,38.44,38.82,-999,38.86,88.15,-999,44.31,39.36,49.91,61.56,62.53,54.73,88.95,52.98,24.08,26.92,78.91,89.07,20.79,41.34,32.84,33.35,22.81,61.84,67.94,59.32,67.35,37.79,62.17,78.07,28.85,-999,26.77,71.52,26.60,57.21,32.67,-999,46.56,83.94,84.15,83.10,60.67,19.70,64.37,37.81,87.51,89.44,38.86,71.37,11.58,19.42,64.18,46.09,89.42,47.92,-0.61,27.87,80.10,70.80,56.45,58.40,84.31,76.64,33.17,-1.85,56.24,67.58
39.08,44.57,-999,68.55,82.74,84.32,52.82,35.89,-999,59.71,86.45,54.92,24.92,54.98,20.70,89.30,66.66,48.98,73.76,52.14,-999,32.04,55.61,53.74,12.38,44.36,16.44,17.69,83.64,-2.95,51.90,34.94,40.56,45.73,40.97,71.53,45.19,40.00,14.14,23.00,40.89,25.67,11.23,22.86,84.27,13.00,63.33,67.93,82.90,79.94,38.05,19.81,-999,81.63,83.43,55.37,26.01,46.19,-999,40.76,-999,-999,67.60,20.48,20.11,40.39,35.81,75.78,-999,51.41,53.77,77.41,23.73,56.20,21.40,89.26,82.72,-999,-999,86.65,86.70,62.46,58.08,87.32,-999,12.00,46.67,-19.10,73.98,84.49,64.53,19.96,-999,85.91,50.31,49.66,79.60,23.37,71.56,88.37
18.28,16.86,49.52,73.02,40.14,21.91,35.15,12.84,84.73,62.00,20.80,53.56,24.16,54.93,35.04,26.20,-5.30,36.07,42.05,80.43,-999,35.12,21.15,48.49,34.29,20.74,20.01,50.61,24.19,85.78,78.34,29.57,66.97,24.42,75.52,22.90,-2.99,50.95,14.62,54.29,21.21,67.77,23.65,34.47,85.96,12.31,77.45,85.13,53.33,-999,79.68,153.81,32.64,28.98,-999,-999,29.16,62.55,-999,42.29,32.57,14.84,46.69,81.33,52.91,17.68,40.67,36.78,67.41,85.60,10.40,17.51,-999,26.36,-999,17.06,46.38,33.88,-999,-999,76.74,43.57,-9.59,76.06,36.35,31.73,24.43,58.40,13.57,19.57,57.57,76.09,57.96,34.68,40.13,74.12,64.55,126.35,-999,37.38
61.02,23.28,37.37,21.37,35.73,61.99,72.08,43.99,27.38,33.53,79.66,31.53,66.30,55.91,29.96,19.12,87.31,-999,60.42,58.11,84.77,61.30,39.64,15.47,63.09,32.99,10.61,40.92,59.63,54.39,72.50,32.89,-999,13.05,76.23,88.52,84.64,10.09,76.58,22.12,79.77,38.34,12.56,16.82,10.33,56.51,19.42,25.59,66.28,44.85,31.81,67.86,33.47,33.92,45.55,57.60,15.31,59.26,46.77,55.79,69.29,-999,20.49,16.46,36.43,44.58,61.18,30.64,35.00,12.67,30.28,29.75,38.01,65.77,38.70,40.44,16.24,71.39,34.94,34.84,61.97,84.21,83.52,43.28,18.43,73.60,23.17,69.33,-999,67.54,46.53,43.32,73.84,17.06,76.63,13.08,45.60,47.17,54.36,18.03
82.70,59.86,33.18,75.44,46.69,73.35,15.98,41.21,-999,88.40,49.68,86.55,20.28,48.11,143.44,80.59,81.10,42.03,87.47,76.40,-19.09,78.84,61.74,57.47,54.31,21.39,22.35,-999,67.28,18.40,60.00,79.07,-999,33.42,45.54,87.67,14.51,27.64,60.78,61.33,75.05,53.90,77.11,14.41,47.94,38.88,82.12,67.30,-999,78.81,73.95,65.99,85.34,73.35,68.81,72.09,-16.09,72.89,87.01,-999,12.54,28.94,85.63,75.54,49.58,38.06,89.76,120.21,30.72,84.92,11.55,17.48,72.85,10.43,84.95,62.13,45.01,81.19,58.25,132.46,75.43,54.17,54.29,48.08,20.27,76.48,84.25,88.58,66.37,41.46,18.45,58.60,23.39,27.75,-999,61.20,79.02,-999,43.51,29.71
81.31,76.30,15.54,21.94,38.34,-999,30.87,157.65,34.98,84.90,25.90,12.23,75.41,44.82,82.38,37.69,-999,75.06,59.66,22.09,41.26,65.56,71.09,70.45,66.83,10.20,46.58,14.34,45.38,79.40,27.73,54.54,35.67,80.89,41.81,76.73,-999,80.07,50.53,40.43,-999,76.92,53.75,39.25,89.51,66.78,16.51,69.18,83.74,38.64,17.21,54.45,31.79,25.57,40.68,71.47,27.15,63.51,88.57,89.85,-999,89.73,56.36,64.96,69.02,48.26,20.32,62.85,34.68,55.79,-999,21.57,40.51,55.75,45.63,39.94,71.31,70.02,12.95,14.82,89.74,26.40,49.42,85.67,65.75,67.85,41.67,86.02,59.17,14.05,-999,67.34,40.16,36.97,73.19,39.61,34.67,89.35,58.56,83.48
69.22,43.41,75.03,38.45,-999,76.90,81.03,36.50,56.32,57.96,75.09,68.33,17.24,32.39,73.69,72.84,83.83,27.11,73.10,80.48,13.82,40.85,65.64,59.21,37.00,32.03,41.01,22.88,59.76,79.87,78.59,56.45,87.26,55.34,32.52,62.86,79.08,29.11,68.88,13.89,58.62,61.13,22.71,69.82,47.28,43.12,60.54,63.56,48.75,40.64,44.94,55.15,15.81,-999,78.81,18.51,39.22,87.98,65.07,-999,61.09,28.42,58.24,80.75,32.63,59.99,55.20,66.36,78.19,82.47,19.54,20.70,84.45,74.61,38.90,76.19,80.21,45.21,61.59,89.17,63.66,56.99,75.20,86.33,49.91,36.70,63.31,43.82,29.48,73.21,65.61,45.07,21.90,11.44,48.47,62.82,42.71,20.64,27.29,18.50
47.25,78.05,20.91,47.08,-999,49.65,18.81,85.97,72.59,41.43,28.72,10.70,75.76,59.54,72.58,-999,44.32,53.36,59.39,38.15,66.57,29.64,22.27,75.56,33.59,25.35,38.58,25.04,135.35,53.14,63.18,62.67,51.99,34.70,28.38,40.59,83.28,-999,37.75,61.40,14.72,60.27,55.75,33.01,39.93,81.12,65.95,75.59,16.24,35.86,43.33,27.09,67.61,-999,75.06,33.75,72.54,15.26,73.63,30.03,84.34,84.37,54.69,62.70,65.12,19.64,82.75,28.23,44.29,37.01,148.22,49.75,75.42,57.89,69.07,24.55,72.47,18.92,24.04,25.79,53.74,34.62,17.00,29.54,72.31,39.69,40.41,27.98,135.09,50.57,62.32,49.62,73.09,41.46,17.53,-999,25.98,20.95,74.82,85.32
55.53,62.07,80.57,54.15,65.91,88.65,76.25,50.09,87.54,31.27,64.27,73.24,77.06,76.65,42.48,75.73,45.42,61.21,56.53,68.74,33.68,49.21,34.98,77.75,75.34,11.49,59.54,30.55,18.27,34.24,12.17,33.86,68.46,85.70,19.29,28.00,84.48,43.78,54.49,80.82,81.42,50.33,22.15,80.51,62.48,52.15,71.75,-999,27.93,44.81,22.85,61.20,67.13,26.83,72.50,65.98,33.41,16.18,54.15,10.28,40.70,16.89,62.14,21.35,31.02,25.99,90.00,34.69,17.90,18.17,68.35,60.68,84.10,83.29,11.67,36.39,-999,20.71,37.22,62.68,86.10,77.94,49.66,66.87,26.60,-999,18.12,42.09,30.52,34.06,52.69,41.38,34.61,55.02,17.71,65.66,68.95,37.87,83.91,60.19
59.98,83.16,56.82,35.87,27.34,70.78,30.79,64.68,34.93,151.05,14.00,87.53,62.38,32.53,21.49,36.52,37.22,-999,55.49,89.71,63.01,17.25,57.75,44.72,88.41,74.08,-999,34.00,66.37,142.91,57.90,84.61,-999,70.85,21.56,84.96,81.00,11.84,61.87,53.41,61.00,34.30,34.33,38.26,38.64,14.58,67.73,61.67,76.84,46.70,87.51,-999,46.38,16.73,52.53,53.51,20.37,18.26,84.79,-999,17.21,26.21,69.19,41.00,32.57,21.08,30.96,14.41,22.83,61.52,50.55,-999,74.40,70.16,43.52,23.17,65.88,77.40,16.60,84.17,81.67,71.67,52.65,-999,48.80,20.83,22.55,57.37,63.60,-999,41.75,37.00,15.59,40.23,60.15,37.92,-999,38.71,85.10,80.66
